1,凉皮,1
2,桔榎,1
3,炒花生米,1
4,贝果,1
5,中药渣,1
6,玉米须,1
7,鸡骨头,1
8,麻辣香锅残渣,1
9,豆制品,1
10,蚊子,1
11,食用油,1
12,马卡龙,1
13,秋葵,1
14,海蜇皮,1
15,鸭蛋,1
16,苹果泥,1
17,银耳,1
18,话梅核,1
19,花生,1
20,干蘑菇,1
21,大米,1
22,薰衣草,1
23,枸杞,1
24,香榧子壳,1
25,橄棪核,1
26,虾肉,1
27,蛋糕,1
28,鸭架,1
29,鱼子酱,1
30,压缩饼干,1
31,竹笋,1
32,茭白叶,1
33,盐,1
34,甜品,1
35,牛蛙,1
36,米线,1
37,荷叶,1
38,苹果,1
39,青菜叶,1
40,乌梅,1
41,草莓,1
42,芦荟,1
43,象鼻蚌,1
44,椰肉,1
45,火龙果,1
46,废弃植物,1
47,番茄梗,1
48,草头,1
49,又烧,1
50,树枝,1
51,桂圆壳,1
52,茶叶蛋壳,1
53,面包,1
54,麻辣烫,1
55,麻椒,1
56,兔子骨头,1
57,奥利奥饼干,1
58,黄泥螺,1
59,冷面,1
60,乌龙茶,1
61,咖啡渣,1
62,山东煎饼,1
63,黄瓜皮,1
64,盐水鸭,1
65,白茶,1
66,橙子皮,1
67,燕窝,1
68,白砂糖,1
69,蝉蛹,1
70,种子,1
71,海業花,1
72,栗子壳,1
73,瓜果,1
74,花瓣,1
75,茶叶蛋,1
76,玉米猫砂,1
77,笋干,1
78,西柚皮,1
79,干炒牛河,1
80,菜叶,1
81,西瓜子,1
82,小肉骨头,1
83,奶酪火锅锅底,1
84,鸡蛋仔,1
85,西米,1
86,果皮,1
87,慢头,1
88,西梅核,1
89,烧鸡,1
90,铁板鱿鱼,1
91,小米,1
92,土豆泥,1
93,酒酿,1
94,瓜子仁,1
95,最苹果皮,1
96,波萝皮,1
97,过期糖,1
98,松果,1
99,泡椒,1
100,水果沙拉,1
101,牛莺,1
102,西餐糕点,1
103,美芹,1
104,软糖,1
105,面饼,1
106,孜然粉,1
107,油桃肉,1
108,宝宝辅食泥,1
109,小笼包,1
110,公丁香,1
111,巴旦木,1
112,盐酥鸡,1
113,油条,1
114,碎骨头,1
115,腊肠,1
116,可爱多甜筒,1
117,波萝蜜肉,1
118,魔芋,1
119,过期食品,1
120,煎饼果子,1
121,跳跳糖,1
122,披萨,1
123,车厘子核,1
124,哈密瓜籽,1
125,高邮成蛋,1
126,中药材,1
127,杨桃籽,1
128,兰州拉面,1
129,圣代,1
130,鸭头,1
131,无花果壳,1
132,白米虾壳,1
133,奶酪,1
134,德国香肠,1
135,豆腐花,1
136,蛋炒饭,1
137,蚕宝宝,1
138,梔子花,1
139,橘子,1
140,鱿鱼丝,1
141,河虾,1
142,乌贼,1
143,红薯皮,1
144,提拉米苏,1
145,海胆,1
146,大白兔奶糖,1
147,烧卖,1
148,德克士炸鸡,1
149,水芹,1
150,中草药材,1
151,生蚝肉,1
152,生肉,1
153,宫保鸡丁,1
154,哈密瓜,1
155,蟠桃核,1
156,杜鹏花,1
157,大葱,1
158,碧根果肉,1
159,赖尿虾壳,1
160,鹌鹲蛋壳,1
161,蜜饯核,1
162,鱼内脏,1
163,夏威夷果肉,1
164,蹄筋,1
165,香蕉,1
166,蔷薇花,1
167,咖啡粉,1
168,黄鳝,1
169,红烧肉,1
170,青菜,1
171,红豆糕,1
172,花椒,1
173,黑鱼丸,1
174,包子馅,1
175,章鱼小丸子,1
176,樱桃楩,1
177,白糖,1
178,水草,1
179,南瓜,1
180,废弃食用油,1
181,大龙虾肉,1
182,糖果,1
183,槟榔,1
184,豆腐乳,1
185,红枣核,1
186,蒜头,1
187,樱桃干,1
188,鸭爪,1
189,蒻枝叶,1
190,花生碎,1
191,牛肉,1
192,牛肉煎包,1
193,干桂圆壳,1
194,叫化鸡,1
195,梨核,1
196,榴莲肉,1
197,可降解猫砂,1
198,腊肉,1
199,芹菜,1
200,杏仁壳,1
201,螺蛳粉,1
202,精,1
203,抹茶粉,1
204,脆皮甜筒,1
205,葡萄干,1
206,梅干菜,1
207,咖喱鱼丸,1
208,鸡胸肉,1
209,茨菇,1
210,小,1
211,桃子皮,1
212,芝士,1
213,鸡蛋壳,1
214,盒饭,1
215,黄瓜,1
216,红肠,1
217,黄芪,1
218,豆腐脑,1
219,八角,1
220,猪耳朵,1
221,生姜皮,1
222,鸭骨头,1
223,鸡内,1
224,蜜饯,1
225,李子,1
226,橙子,1
227,鱼虾,1
228,苹果肉,1
229,青柠檬,1
230,柠檬,1
231,头,1
232,臭豆腐,1
233,苹果核,1
234,泡菜粉丝,1
235,狗粮,1
236,番茄皮,1
237,罗汉果,1
238,鸭腿骨,1
239,食物残渣,1
240,猪小排,1
241,虾米,1
242,苦瓜皮,1
243,阿胶,1
244,花草茶渣,1
245,伊丽莎白瓜,1
246,咖啡豆渣,1
247,鸡蛋,1
248,山楂片,1
249,蚯蚓,1
250,橙皮,1
251,炒花生壳,1
252,葱油饼,1
253,提子,1
254,铁观音,1
255,腰果,1
256,猫屎咖啡,1
257,动物尸体,1
258,华夫,1
259,沙拉,1
260,干辣椒,1
261,虫子,1
262,山竹壳,1
263,多肉植物,1
264,干垃場贡菊,1
265,绿豆粉丝,1
266,面粉,1
267,杨梅核,1
268,粉丝,1
269,南瓜子,1
270,鱼豆腐,1
271,姜,1
272,绿豆糕,1
273,蜂蜜,1
274,螺蛳肉,1
275,桔普茶,1
276,熟鸡蛋壳,1
277,结团猫砂,1
278,樱桃核,1
279,鸭蛋壳,1
280,生鱼片,1
281,豆腐猫砂,1
282,里脊肉,1
283,紫薯皮,1
284,奶茶中的珍珠,1
285,豆腐皮,1
286,豌豆皮,1
287,柚子核,1
288,鹌鹲,1
289,水仙花,1
290,熟蛋黄,1
291,蒜苗,1
292,笋壳,1
293,银杏果,1
294,甜筒,1
295,水果,1
296,菠萝包,1
297,糯米纸,1
298,冰洪淋,1
299,鲜花瓣,1
300,周谢的鲜花,1
301,小核桃肉,1
302,牛鞭,1
303,土豆皮,1
304,炸鸡,1
305,章鱼,1
306,午餐肉,1
307,手擀面,1
308,黑椒牛排,1
309,干柠檬片,1
310,柠檬片,1
311,蟹肉棒,1
312,烂水果,1
313,核桃肉,1
314,苹果派,1
315,藏红花,1
316,七粉,1
317,雪花蟹壳,1
318,莲子,1
319,姜末,1
320,螺麵壳,1
321,过期大米,1
322,干贝,1
323,薄荷叶,1
324,石榴,1
325,青豆泥,1
326,成鸭蛋壳,1
327,懽头食品,1
328,仙草,1
329,粗盐,1
330,沉香茶,1
331,陈皮梅,1
332,香蕉干,1
333,茄子皮,1
334,鸡翅骨头,1
335,辣白菜,1
336,蔬菜沙拉,1
337,曲奇,1
338,麻花,1
339,饺子皮,1
340,鸡头,1
341,蹶鱼,1
342,猪肉铺,1
343,绿箩,1
344,鸡翅骨,1
345,草莓叶,1
346,咸蛋克,1
347,成肉,1
348,谷子皮,1
349,豆腐干,1
350,饼干,1
351,石榴籽,1
352,干垃培根,1
353,伊丽莎白瓜籽,1
354,烤鸡,1
355,方便面面条,1
356,冬瓜,1
357,桂圆核,1
358,豆浆渣,1
359,百香果壳,1
360,咖啡伴侣粉,1
361,叶子,1
362,河粉,1
363,五花肉,1
364,基围虾,1
365,辣子鸡,1
366,葱,1
367,麦当劳炸鸡,1
368,茘枝壳,1
369,干垃場烤鸭,1
370,鱼香肉丝,1
371,寿司,1
372,金枪鱼刺身,1
373,干垃酸菜,1
374,葱末,1
375,火龙果皮,1
376,米糯米,1
377,炒米粉,1
378,鹌鹲蛋,1
379,萎角皮,1
380,菜饭,1
381,鳝片,1
382,果冻,1
383,台湾香肠,1
384,青豆其,1
385,藜麦,1
386,猪扒,1
387,甲鱼小骨,1
388,木耳,1
389,蛋皮,1
390,红枣,1
391,排骨,1
392,鱼肉,1
393,椰果,1
394,鸡翅,1
395,香榧子,1
396,成趣饼干,1
397,湿香菇,1
398,鸡软骨,1
399,干树叶,1
400,干花生壳,1
401,牛肉干,1
402,苦瓜,1
403,坚子肉,1
404,黑芝麻糊,1
405,龙虾片,1
406,粽子馅,1
407,笋皮,1
408,文鱼刺身,1
409,酸菜鱼,1
410,肥牛片,1
411,菠萝,1
412,鲜花,1
413,棉花糖,1
414,鸭下巴,1
415,奶黄包,1
416,鸡腿,1
417,豆干,1
418,冬瓜籽,1
419,猪蹄,1
420,君子兰,1
421,甲鱼,1
422,北京烤鸭,1
423,火锅调料,1
424,荷包蛋,1
425,橙子籽,1
426,猕猴桃皮,1
427,枣子核,1
428,茘枝皮,1
429,棒棒糖,1
430,菱角,1
431,成鱼,1
432,冰糖葫芦,1
433,青团,1
434,田螺肉,1
435,鱼丸,1
436,当归片,1
437,炼乳,1
438,过期调味料,1
439,湿垃级木瓜,1
440,小黄鱼,1
441,鸡腿骨,1
442,菜皮,1
443,豆杄,1
444,银鳕鱼,1
445,小龙虾,1
446,鹅翅,1
447,龙利鱼,1
448,锅贴,1
449,咖喱粉,1
450,当归,1
451,鸡屁股,1
452,李子核,1
453,蟑螂,1
454,生菜,1
455,成鸡,1
456,干垃场蒜泥,1
457,食品添加剂,1
458,腿骨,1
459,葛苣,1
460,冬枣,1
461,冰糖,1
462,提子皮,1
463,丝瓜皮,1
464,干层面,1
465,印度飞饼,1
466,黑布林,1
467,板栗壳,1
468,猕後勃,1
469,汉堡包,1
470,速冻馄饨,1
471,苍蝇,1
472,熏鱼,1
473,燕麦,1
474,仙人球,1
475,鲫鱼,1
476,「烧饼,1
477,胡萝卜皮,1
478,蛋壳,1
479,牛排,1
480,香瓜子,1
481,布丁,1
482,鮑鱼肉,1
483,蒜瓣皮,1
484,巧克力酱,1
485,鸭皮,1
486,桂花,1
487,鸭胗,1
488,大饼,1
489,五香蛋,1
490,鸭脖骨头,1
491,玫瑰花,1
492,火锅底料,1
493,花苗,1
494,大头虾,1
495,红薯,1
496,芝士丸,1
497,柠檬皮,1
498,芋艿,1
499,可降解吸管,1
500,索,1
501,意大利面,1
502,葡萄皮,1
503,豆沙包,1
504,苿莉花,1
505,辣木籽,1
506,草本植物,1
507,可降解垃圾袋,1
508,鸡胗,1
509,海瓜子壳,1
510,韭菜,1
511,西兰花梗,1
512,泡椒鸡爪,1
513,黄油,1
514,残枝落叶,1
515,西瓜籽,1
516,脆枣,1
517,吐司,1
518,虾,1
519,鸡蛋饼,1
520,味精,1
521,铁棍山药,1
522,果酱,1
523,牛筋,1
524,螺蛳,1
525,豆油,1
526,薯格,1
527,花生衣,1
528,蝴蝶兰,1
529,大蒜叶,1
530,QQ糖,1
531,螃蟹壳,1
532,米粉,1
533,杨梅干,1
534,金丝皇菊,1
535,鸡排,1
536,蛋白,1
537,丝瓜,1
538,杏仁核,1
539,千张包,1
540,水蜜桃,1
541,梭子蟹壳,1
542,芨实糕,1
543,牛油果皮,1
544,冒菜,1
545,鱼刺,1
546,虾壳,1
547,彩虹糖,1
548,虾饺,1
549,拉菲草,1
550,金华火腿,1
551,出前一丁面条,1
552,八宝粥,1
553,莴笋,1
554,湿垃「红参片,1
555,虾头,1
556,榨菜,1
557,百香果籽,1
558,奶粉,1
559,早餐谷物,1
560,馅饼,1
561,山药,1
562,葡萄籽,1
563,菌菇,1
564,煎饼,1
565,胡椒粉,1
566,仓鼠粮,1
567,烘山芋皮,1
568,茶叶,1
569,梨,1
570,翅尖,1
571,蜘蛛丝,1
572,双皮奶,1
573,鸭脖,1
574,鱼骨头,1
575,兔头骨,1
576,垃圾藕夹,1
577,黄豆,1
578,蛋筒,1
579,鸭掌,1
580,玉米芯,1
581,香瓜皮,1
582,山竹核,1
583,糯米,1
584,烟熏三文鱼,1
585,饅鱼,1
586,黑芝麻汤团,1
587,大闸蟹壳,1
588,韩国泡菜,1
589,锅巴,1
590,鸭锁骨,1
591,冰淇淋脆筒,1
592,蔓越莓,1
593,蝴蝶酥,1
594,参片,1
595,青椒,1
596,素鸡,1
597,白色恋人饼干,1
598,玫瑰,1
599,玉米棒,1
600,糖炒栗子壳,1
601,干枝,1
602,文竹,1
603,桃子核,1
604,干垃荞麦,1
605,香肠衣,1
606,香菇,1
607,豆瓣酱,1
608,甜芦粟,1
609,松子壳,1
610,乐事薯片,1
611,油墩子,1
612,海瓜子,1
613,干粉条,1
614,大排骨头,1
615,小龙虾头,1
616,白米虾,1
617,成蛋黄,1
618,干面条,1
619,茶叶渣,1
620,水果干,1
621,黑椒酱,1
622,过期巧克力,1
623,波菜,1
624,乌梅壳,1
625,湿,1
626,酱油饭,1
627,圣女果,1
628,荞麦面,1
629,茄子,1
630,风梨酥,1
631,红糖,1
632,鱼泡,1
633,黄鱼,1
634,蝉,1
635,仙人掌,1
636,榴莲瓢,1
637,甘栗,1
638,人参,1
639,酸豆角,1
640,油烟机油脂,1
641,宽粉条,1
642,胡萝卜,1
643,凤梨皮,1
644,枇杷,1
645,鸡内脏,1
646,辣椒,1
647,堡仔饭,1
648,芋头,1
649,木瓜将,1
650,花椒粉,1
651,桃仁,1
652,毛豆皮,1
653,兰花豆壳,1
654,萝卜干,1
655,鸡蛋卷,1
656,花生酱,1
657,山楂,1
658,蚕豆,1
659,板栗,1
660,芒果皮,1
661,鸭舌,1
662,蜗牛,1
663,米饭,1
664,杏仁饼,1
665,鸭肉,1
666,蹄膀,1
667,糖,1
668,昆虫尸体,1
669,苹果皮,1
670,蛋黄酱,1
671,大闸蟹,1
672,大白菜,1
673,鲜花饼,1
674,芒果干,1
675,蟹肉,1
676,猪蹄骨,1
677,西兰花,1
678,鱿鱼,1
679,瓜子肉,1
680,芋圆,1
681,虾皮,1
682,蛋黄,1
683,茭白,1
684,冰粉,1
685,小龙虾黄,1
686,汤渣,1
687,皮皮虾,1
688,蛋挞皮,1
689,呕吐物,1
690,瓜子壳,1
691,黄鳝骨头,1
692,磻茄酱,1
693,饭团,1
694,肉肠,1
695,乒乓糯米糍,1
696,山楂干,1
697,肯德基炸鸡,1
698,菊花,1
699,龙虾壳,1
700,干果仁,1
701,玉米塑料袋,1
702,南瓜子壳,1
703,蜻蜓,1
704,莲子皮,1
705,绿豆沙,1
706,薄荷糖,1
707,花卉,1
708,茭白皮,1
709,桃核,1
710,绿豆,1
711,黄杏核,1
712,肠粉,1
713,鸭腿,1
714,西红柿炒鸡蛋,1
715,莲芯,1
716,海鲜饭,1
717,鸭翅,1
718,茴香,1
719,中草药,1
720,鹅骨头,1
721,润喉糖,1
722,瓜子皮,1
723,蔬菜残余,1
724,叉烧酥,1
725,慧米,1
726,酱料,1
727,杨梅,1
728,豆芽,1
729,猫粮,1
730,成菜,1
731,南瓜皮,1
732,黑鱼,1
733,茘枝核,1
734,油麦菜,1
735,猪肉排骨,1
736,水果皮,1
737,皮,1
738,藕粉,1
739,蘑菇,1
740,速冻水佼,1
741,葵花子壳,1
742,红豆沙,1
743,贡丸,1
744,虾仁,1
745,芒果核,1
746,辣酱,1
747,鲅鱼水佼,1
748,大蒜皮,1
749,鱼皮花生,1
750,火腿肠,1
751,植物枝干,1
752,扁豆,1
753,紫菜,1
754,青豆,1
755,磻茄,1
756,文鱼,1
757,树皮,1
758,藕片,1
759,桔子皮,1
760,拌面,1
761,包子,1
762,木薯淀粉,1
763,大排,1
764,树叶,1
765,凤爪,1
766,高粱皮,1
767,香干,1
768,面团,1
769,伊丽莎白瓜皮,1
770,枯枝,1
771,茶渣,1
772,河豚,1
773,羊角面包,1
774,生鸡蛋壳,1
775,培养基,1
776,海藻,1
777,红豆,1
778,肉类,1
779,火锅渣,1
780,面包屑,1
781,糖藕,1
782,盐水花生壳,1
783,干面粉,1
784,南瓜籽,1
785,金桔籽,1
786,鸡腿菇,1
787,粥,1
788,红辣椒,1
789,甘蔗渣,1
790,话梅肉,1
791,腿汉堡,1
792,百合,1
793,蔬蔾,1
794,肉皮,1
795,西葫芦皮,1
796,西瓜皮,1
797,烤肠,1
798,玉米粒,1
799,油脂,1
800,水果软核,1
801,毛豆梗,1
802,蓝莓,1
803,腐乳,1
804,辣锅巴,1
805,花菜,1
806,多宝鱼骨头,1
807,水蜜桃核,1
808,燕麦片,1
809,墨鱼饭,1
810,沙琪玛,1
811,芥未,1
812,葵花子,1
813,蚌肉,1
814,栗子,1
815,虾线,1
816,干香菇,1
817,蛋挞,1
818,鱼松,1
819,毛豆売,1
820,鸭胸,1
821,基围虹壳,1
822,干花,1
823,西梅,1
824,臭虫,1
825,蒲公英,1
826,卷心菜,1
827,膨化食品,1
828,海苔,1
829,冬笋壳,1
830,牛心菜,1
831,猪肝,1
832,奇异果,1
833,皮蛋,1
834,凉拌黄瓜,1
835,杨桃,1
836,柚子皮,1
837,竹叶,1
838,皮皮虾壳,1
839,蛋黄酥,1
840,薯皮,1
841,蛋白粉,1
842,生姜,1
843,咖啡残渣,1
844,猪排,1
845,田螺壳,1
846,花茶渣,1
847,西葫芦,1
848,废弃调昧品,1
849,兰花豆,1
850,小龙虾肉,1
851,酸辣粉,1
852,海底捞锅底,1
853,花甲粉,1
854,杨枝甘露,1
855,薯条,1
856,西柚,1
857,桂皮,1
858,豆腐,1
859,腐竹,1
860,±豆,1
861,陈皮,1
862,生煎包,1
863,黄桃,1
864,白瓜子,1
865,奥尔良鸡翅,1
866,杏仁,1
867,成蛋白,1
868,盐水花生,1
869,杏核,1
870,沙拉酱,1
871,鸡块,1
872,动物内脏,1
873,猫冻干,1
874,榴莲酥,1
875,奶油,1
876,烤麸,1
877,水煮鱼,1
878,肉夹馍,1
879,蚕豆壳,1
880,胖大海,1
881,海参,1
882,豆苗,1
883,红枣干,1
884,梭子蟹,1
885,剩莱剩饭,1
886,飞饼皮,1
887,树莓,1
888,柿子,1
889,狮子头,1
890,皮蛋壳,1
891,话梅,1
892,面条,1
893,花生壳,1
894,搜,1
895,鹅翅骨,1
896,桃子,1
897,小葱,1
898,柠檬籽,1
899,番茄沙司,1
900,平菇,1
901,瓜子,1
902,湿垃川崎火锅调料,1
903,枇杷核,1
904,鱼饲料,1
905,鸡脚爪,1
906,普洱茶,1
907,香蕉皮,1
908,葡萄梗,1
909,蜗牛壳,1
910,海星,1
911,年糕,1
912,薯片,1
913,鸡皮,1
914,哈密瓜皮,1
915,桂圆干,1
916,杂菜,1
917,鱼,1
918,牲畜粪便,1
919,桃胶,1
920,蛋卷,1
921,鸭内脏,1
922,辣条,1
923,肉松,1
924,枣核,1
925,甲壳虫,1
926,山芋,1
927,杏子核,1
928,油桃核,1
929,姜糖,1
930,最咖喱,1
931,小杨生煎,1
932,西红柿,1
933,杂草,1
934,松子,1
935,金桔,1
936,小汤圆,1
937,洋葱皮,1
938,磻茄炒蛋,1
939,金鱼,1
940,水蜜桃肉,1
941,三文鱼头,1
942,鱼头,1
943,莲藕,1
944,喜糖,1
945,桂花糕,1
946,金银花,1
947,艾草,1
948,小排骨,1
949,辣椒酱,1
950,甜酸酱,1
951,麦片,1
952,火鸡骨头,1
953,鲜虾丸,1
954,海带,1
955,甘蔗,1
956,牛蛙骨,1
957,橘子皮,1
958,冬瓜皮,1
959,最牡丹虾,1
960,奶糕,1
961,干垃花螺,1
962,花蛤肉,1
963,猪肉,1
964,叉烧包,1
965,洋山芋,1
966,成蛋,1
967,老鼠,1
968,爆米花,1
969,馄饨皮,1
970,宠物饲料,1
971,「虾球,1
972,香肠,1
973,干垃蛤肉,1
974,汉堡,1
975,金针菇,1
976,开心果,1
977,梅干菜肉,1
978,话梅干,1
979,牡丹花,1
980,蛋黄派,1
981,灌汤包,1
982,香芋派,1
983,玉米纤维袋,1
984,冷佽,1
985,干脆面,1
986,绿豆渣,1
987,扇贝肉,1
988,白煮蛋,1
989,雪花酥,1
990,甜趣饼干,1
991,鱼鱗,1
992,辣椒油,1
993,琴弦,2
994,遮光布,2
995,香囊,2
996,光,2
997,中药包,2
998,碗碎片,2
999,牛皮筋,2
1000,双面胶,2
1001,手帕,2
1002,竹凉席,2
1003,吸奶器,2
1004,塑料袋,2
1005,防碎气泡膜,2
1006,炉渣,2
1007,塑料叉子,2
1008,贲雾瓶,2
1009,沾有油渍的食品包装袋,2
1010,水果罐,2
1011,潓纸,2
1012,快递包装袋,2
1013,可擦性水笔,2
1014,糖包,2
1015,口香糖,2
1016,绿豆包装,2
1017,火烟丝,2
1018,碧根果壳,2
1019,一次性棉签,2
1020,标签纸,2
1021,干垃5号电池(无汞),2
1022,酸奶勺子,2
1023,牙膏皮,2
1024,去黑头鼻贴,2
1025,身体乳,2
1026,白板笔,2
1027,烤串棒,2
1028,捆绑带,2
1029,过期防晒霜,2
1030,智齿,2
1031,塑料垃圾袋,2
1032,珍宝蟹,2
1033,洗衣粉袋,2
1034,一次性塑料滴管,2
1035,橡皮屑,2
1036,麻袋,2
1037,艾草灰,2
1038,麦当劳纸盒,2
1039,保鲜冰袋,2
1040,最羊大骨,2
1041,巧5克力包装袋,2
1042,瓷勺,2
1043,早餐奶包装袋,2
1044,泡脚袋,2
1045,眼线液笔,2
1046,干垃场香烟,2
1047,气球,2
1048,带油抹布,2
1049,湿报纸,2
1050,酸奶吸管,2
1051,快餐盒,2
1052,内衣,2
1053,口罩,2
1054,过期护肤品,2
1055,醋包,2
1056,保鲜膜,2
1057,退热贴,2
1058,丙烯颜料,2
1059,方便面叉子,2
1060,葡萄酒木塞,2
1061,抽纸塑料袋,2
1062,双眼皮贴,2
1063,保湿喷雾,2
1064,刘海夹,2
1065,脏抹布,2
1066,一次性床单,2
1067,蟑螂板,2
1068,挂钩包装纸,2
1069,成人用品,2
1070,水果包装袋,2
1071,毛笔写过的纸,2
1072,快递袋,2
1073,水贴,2
1074,胶画,2
1075,洗衣粉,2
1076,卸妆纸巾,2
1077,喜茶杯,2
1078,干垃丝袜,2
1079,扇子,2
1080,奶茶杯,2
1081,吉他弦,2
1082,卸妆膏,2
1083,发夹,2
1084,拖把,2
1085,一次性指套,2
1086,水笔笔芯,2
1087,黑镜,2
1088,水笔,2
1089,一次性竹筷子,2
1090,菖蒲叶,2
1091,鸟窝,2
1092,花蛤,2
1093,纸巾包装袋,2
1094,鼻屎,2
1095,橡皮泥,2
1096,蛏子壳,2
1097,饼干袋,2
1098,忺料瓶标签,2
1099,包裏着蚊子的餐巾纸,2
1100,笔壳,2
1101,艾灸条,2
1102,发膜罐,2
1103,生煎包装盒,2
1104,面膜,2
1105,挂耳茶包,2
1106,园艺土,2
1107,茶壸,2
1108,KFC全家桶,2
1109,陶器,2
1110,山核桃壳,2
1111,擦过鼻涕的纸巾,2
1112,鱼缸过滤棉,2
1113,一次性餐盒,2
1114,油皮纤,2
1115,桌角垫,2
1116,粘毛滚纸,2
1117,凉席,2
1118,水彩颜料,2
1119,下垃级毛,2
1120,胡须,2
1121,方便面盒,2
1122,蛋黄酥包装盒,2
1123,下垃圾马克笔,2
1124,雪糕棒,2
1125,陶瓷类废弃物,2
1126,烧烤木签,2
1127,香薰蜡烛,2
1128,破碎盘子,2
1129,眼贴膜,2
1130,使用过的面膜,2
1131,商标,2
1132,牙套,2
1133,披萨盒,2
1134,调制海藻面膜,2
1135,垃圾袋,2
1136,身体污垢,2
1137,羊骨,2
1138,盛放厨余果皮的垃圾袋,2
1139,油性笔,2
1140,兟衣凝珠,2
1141,外壶朔원슬,2
1142,酸奶勺,2
1143,藤条,2
1144,陶瓷碗碟,2
1145,近视眼镜,2
1146,椰青壳,2
1147,鸭脖包装袋,2
1148,酒精棉球,2
1149,干冰袋,2
1150,一次性手套,2
1151,洗头膏,2
1152,狗屎垫,2
1153,发胶,2
1154,茶包,2
1155,橡胶手套,2
1156,辣条真空包装袋,2
1157,湿厕纸包装袋,2
1158,胶布,2
1159,压敏纸,2
1160,明信片,2
1161,汉堡纸,2
1162,干燥剂,2
1163,胶带,2
1164,防震膜,2
1165,键盘清洁胶,2
1166,光盘,2
1167,方便面油包,2
1168,睫毛膏,2
1169,痘痘贴,2
1170,肉类包装盒,2
1171,妇女卫生用品,2
1172,自嗨锅,2
1173,一次性调羹,2
1174,雷永毫 2019-07-17 10:17:40,2
1175,塑料打包盒,2
1176,三角裤,2
1177,内裤,2
1178,玉米皮,2
1179,稻草,2
1180,挂式除湿袋,2
1181,大块骨头,2
1182,砂纸,2
1183,牛奶袋,2
1184,中药盒,2
1185,擦碗布,2
1186,牙线,2
1187,演唱会票,2
1188,炼乳壳,2
1189,紫秒壶,2
1190,烘培锡纸,2
1191,电蚊香片,2
1192,冰淇淋纸,2
1193,胸针,2
1194,尼龙制品,2
1195,最冻干粉面膜,2
1196,文始壳,2
1197,柳絮,2
1198,咖啡胶囊,2
1199,活性炭包,2
1200,活性炭,2
1201,牡蛎壳,2
1202,护肤品,2
1203,唱片,2
1204,牛骨棒,2
1205,蚊香灰,2
1206,电蚊香液瓶,2
1207,寄居蟹,2
1208,贴纸,2
1209,回形针,2
1210,石锅,2
1211,包裏着鸡蛋壳的餐巾纸,2
1212,电话卡,2
1213,一次性塑料调羮,2
1214,塑料吸管,2
1215,眉毛,2
1216,陶瓷杯,2
1217,冰淇淋盒子,2
1218,外卖饭盒,2
1219,脱酸素剂,2
1220,丝瓜筋,2
1221,泡泡糖,2
1222,矿泉水包装膜,2
1223,按摩精油,2
1224,猪腿骨,2
1225,碱性电池,2
1226,骨瓷杯,2
